LCH_index,step_list
LCH_536,"[43, 46, 152, 161, 46, 46, 152, 161, 46, 46, 43, 46, 52, 44, 152, 161, 46, 46]"
LCH_537,"[113, 46, 46]"
LCH_538,"[110, 120, 153, 55, 130, 117, 113, 43, 46, 152, 161, 46, 86, 88]"
LCH_539,"[113, 113, 114, 46, 46]"
LCH_540,"[113, 113, 114, 46, 46, 46]"
LCH_541,"[123, 124, 123, 125, 54]"
LCH_542,"[123, 124, 123, 125, 54]"
LCH_543,"[123, 124, 123, 125, 54]"
LCH_544,"[120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 152, 161, 46, 46, 120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 152, 161, 46, 120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 152, 161, 46, 46]"
LCH_545,"[120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 152, 161, 46, 46]"
LCH_546,"[120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 152, 161, 46]"
LCH_547,"[120, 123, 124, 117, 117, 117, 126, 128, 123, 124, 117, 117, 123, 124, 123, 124, 126, 120, 123, 124, 126, 120, 128, 123, 124, 117, 43, 46, 52, 52, 44, 152, 161, 46, 46]"
LCH_548,"[128, 123, 133, 134, 117, 113, 113, 114, 116, 116, 46, 52, 113, 46, 114]"
LCH_549,"[43, 46, 52, 152, 161, 52, 113, 52, 46, 46, 114]"
LCH_550,"[117, 117, 43, 46, 46, 46, 46, 152, 161, 152, 161, 46, 46, 44, 46, 63, 113, 46, 46, 114]"
LCH_551,"[113, 113, 114, 46, 152, 161, 116, 116, 52, 113, 46, 114]"
LCH_552,"[43, 46, 52, 152, 161, 152, 161, 52, 113, 52, 46, 46, 114]"
LCH_553,"[113, 113, 114, 46, 113, 113, 114, 46, 46, 113, 113, 114, 46]"
LCH_554,"[113, 113, 114, 46, 113, 113, 114, 46, 46]"
LCH_555,"[113, 113, 114, 46, 113, 113, 114, 46, 46, 113, 113, 114, 46]"
LCH_556,"[113, 113, 114, 46, 113, 113, 114, 46, 46]"
LCH_557,"[12, 96, 117, 8, 1, 152, 161, 46, 12, 96, 117, 8, 1, 152, 161, 46]"
LCH_558,"[43, 152, 161, 46, 152, 161, 46, 44, 46, 43, 46, 46, 46, 44, 46, 46, 46, 53, 46, 46, 55, 55, 130, 128, 123, 124, 117, 43, 46, 46, 43, 54, 43, 46]"
LCH_559,"[117, 152, 161, 86, 88]"
LCH_560,"[43, 46, 46, 120, 55, 130, 117, 96, 153, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 96, 44, 44, 45, 45, 152, 161, 86, 88, 86, 88, 86, 88, 86, 88, 86, 88, 96, 152, 161, 86, 88, 89, 46, 44, 45, 152, 161, 86, 88, 96, 152, 161, 152, 161, 52, 152, 161, 86, 88, 86, 88]"
LCH_561,"[117, 46, 46, 46, 152, 161, 86, 88]"
LCH_562,"[46, 120, 46, 46, 44, 44, 46, 46, 44, 44, 46, 117, 152, 161, 86, 88, 101]"
LCH_563,"[46, 46, 117, 152, 161, 86, 88]"
LCH_564,"[46, 44, 46, 44, 46, 44, 46, 44, 46, 44, 46, 44, 46, 44, 46, 44, 46, 44, 117, 152, 161, 86, 88, 55, 130, 117, 152, 161, 86, 88, 117, 152, 161, 86, 88]"
LCH_565,"[123, 124, 113, 113, 152, 161, 152, 161, 46, 52, 46, 46, 110, 46, 113, 46, 113, 46, 46, 113, 113, 45, 52, 46, 46, 46, 43, 46, 43, 46]"
LCH_566,"[123, 124, 113, 113, 152, 161, 152, 161, 46, 52, 46, 46, 110, 46, 43, 46, 43, 46]"
LCH_567,"[117, 117, 123, 124, 123, 124, 113, 113, 45, 46, 43, 46, 120, 114, 114, 114, 114, 114, 114]"
LCH_568,"[117, 117, 123, 124, 123, 124, 113, 113, 45, 46, 43, 46, 120, 114, 114, 114, 114, 114, 114]"
LCH_569,"[43, 46, 123, 124, 119, 43, 46]"
LCH_570,"[96, 117, 152, 161, 86, 88, 86, 88, 89, 101, 86, 88, 86, 88, 89, 117, 117, 117, 117, 43, 46, 46, 46, 152, 161, 55, 130, 117, 153, 152, 161, 86, 88, 101]"
LCH_571,"[96, 117, 153, 152, 161, 86, 88, 86, 88, 89, 101, 101, 86, 88, 86, 88, 89, 101, 101, 86, 88, 86, 88, 86, 88, 86, 88, 89, 101, 101, 117, 126, 120, 43, 123, 124, 43, 46, 152, 161, 117, 120, 153, 152, 161, 86, 88, 101]"
LCH_572,"[123, 124, 117, 117, 14, 14, 96, 96, 117, 8, 1, 3, 1, 152, 161, 64, 64, 43, 46, 152, 161, 152, 161, 152, 161, 152, 161, 64, 46, 43, 44, 43, 43, 46, 152, 161, 152, 161, 152, 161, 64, 64, 152, 161, 86, 88, 101, 64, 86, 88, 123, 124, 117, 117, 14, 14, 96, 117, 8, 1, 3, 1, 152, 161, 64, 64, 43, 46, 152, 161, 152, 161, 152, 161, 152, 161, 64, 46, 43, 44, 43, 43, 46, 152, 161, 152, 161, 152, 161, 64, 152, 161, 86, 88, 101, 64, 86, 88]"
LCH_573,"[123, 124, 117, 117, 14, 14, 96, 96, 117, 8, 1, 3, 1, 152, 161, 64, 64, 43, 46, 152, 161, 152, 161, 152, 161, 152, 161, 64, 46, 43, 44, 43, 43, 46, 152, 161, 152, 161, 152, 161, 64, 64, 152, 161, 86, 88, 101, 64, 86, 88, 123, 124, 117, 117, 14, 14, 96, 117, 8, 1, 3, 1, 152, 161, 64, 64, 43, 46, 152, 161, 152, 161, 152, 161, 152, 161, 64, 46, 43, 44, 43, 43, 46, 152, 161, 152, 161, 152, 161, 64, 152, 161, 86, 88, 101, 64, 86, 88]"
LCH_574,"[61, 46, 46, 51, 74, 46, 49, 46, 61, 46, 46, 51, 74, 46, 51, 46, 61, 46, 46, 53, 74, 46, 53, 46]"
LCH_575,"[61, 46, 61, 46, 46, 46, 74, 46, 46, 46, 46, 61, 46, 61, 46, 46, 46, 74, 46, 46, 46, 61, 46, 61, 46, 46, 46, 74, 46, 46, 46, 61, 46, 61, 46, 57, 72, 46, 46, 46, 46, 74, 46, 46, 46, 46]"
LCH_576,"[61, 46, 61, 46, 46, 46, 74, 46, 46, 46, 46, 61, 46, 61, 46, 57, 72, 46, 46, 46, 46, 74, 46, 46, 46, 46]"
LCH_577,"[61, 46, 61, 46, 46, 46, 74, 46, 46, 46]"
LCH_578,"[61, 46, 61, 46, 46, 46, 74, 46, 46, 46]"
LCH_579,"[61, 46, 46, 51, 74, 46, 49, 46, 61, 46, 46, 51, 74, 46, 51, 46, 61, 46, 46, 53, 74, 46, 53, 46]"
LCH_580,"[61, 46, 46, 51, 74, 46, 49, 46]"
LCH_581,"[61, 46, 46, 51, 74, 46, 51, 46]"
LCH_582,"[61, 46, 46, 53, 74, 46, 53, 46]"
LCH_583,"[61, 46, 61, 46, 46, 46, 74, 46, 46, 46, 46]"
LCH_584,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 128, 123, 133, 134, 117, 128, 123, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46]"
LCH_585,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46, 123, 124, 152, 161, 46]"
LCH_586,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46, 123, 124, 152, 161, 46]"
LCH_587,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 43, 46, 43, 46, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 43, 46, 43, 46, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 61, 46, 50, 76, 46, 46, 46, 43, 46, 46, 152, 161, 43, 46, 152, 161, 46]"
LCH_588,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 61, 46, 50, 76, 46, 46, 46]"
LCH_589,"[153, 43, 46, 46, 152, 161, 46, 43, 46, 46, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 46, 44, 43, 46, 44, 46, 43, 43, 46, 152, 161, 46, 123, 124, 134, 43, 46, 46, 152, 161, 46, 53]"
LCH_590,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46]"
LCH_591,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46]"
LCH_592,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46]"
LCH_593,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46]"
LCH_594,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 126, 120, 43, 46, 46, 46, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46]"
LCH_595,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46]"
LCH_596,"[43, 46, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 46, 46, 43, 46, 46, 46, 46, 46, 46, 43, 46, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 152, 161, 46, 46, 46, 46, 43, 46, 46, 46, 46, 46, 46]"
LCH_597,"[55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 43, 46, 153, 152, 161, 46, 46, 43, 43, 46, 152, 161, 50, 46, 43, 43, 46, 46, 152, 161, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43]"
LCH_598,"[55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 43, 46, 153, 152, 161, 46, 46, 43, 43, 46, 152, 161, 50, 46, 43, 43, 46, 46, 152, 161, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 55, 130, 117, 43, 46, 46, 52, 52, 46, 46, 46]"
LCH_599,"[55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 43, 46, 153, 152, 161, 46, 46, 43, 43, 46, 152, 161, 50, 46, 43, 43, 46, 46, 152, 161, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 55, 130, 117, 43, 46, 46, 52, 52, 46, 46, 46]"
LCH_600,"[55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 43, 46, 153, 152, 161, 46, 46, 43, 43, 46, 152, 161, 50, 46, 43, 43, 46, 46, 152, 161, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43]"
LCH_601,"[55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 43, 46, 153, 152, 161, 46, 46, 43, 43, 46, 152, 161, 50, 46, 43, 43, 46, 46, 152, 161, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 55, 130, 117, 43, 46, 46, 52, 52, 46, 46, 46]"
LCH_602,"[55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 46, 43, 46, 153, 152, 161, 46, 46, 43, 43, 46, 152, 161, 50, 46, 43, 43, 46, 46, 152, 161, 53, 55, 55, 130, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 55, 130, 117, 43, 46, 46, 52, 52, 46, 46, 46]"
LCH_603,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 43, 46, 43, 46, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 43, 46, 43, 46, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 61, 46, 50, 76, 46, 46, 46]"
LCH_604,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 61, 46, 50, 76, 46, 46, 46]"
LCH_605,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 43, 46, 43, 46, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 43, 46, 43, 46, 46, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 61, 46, 50, 76, 46, 46, 46]"
LCH_606,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 64, 64, 152, 161, 46, 61, 46, 53, 53, 52, 50, 46, 74, 46, 46, 46, 46, 61, 46, 50, 76, 46, 46, 46]"
LCH_607,"[117, 117, 117, 117, 43, 46, 46, 46, 152, 161, 55, 130, 117, 153, 152, 161, 86, 88, 101, 96, 120, 55, 130, 117, 153, 157, 161, 86, 88, 101, 96, 120, 55, 130, 117, 153, 157, 161, 86, 88, 86, 88, 89, 101, 86, 88, 86, 88, 89, 117, 43, 46, 46, 55, 130, 117, 153, 152, 161, 86, 88, 91, 96, 120, 55, 130, 117, 153, 157, 161, 86, 88, 91]"
LCH_608,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 117, 117, 117, 117, 117, 123, 124, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 43, 46, 43, 46, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 101, 152, 161, 86, 88, 64]"
LCH_609,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 64, 64, 152, 161, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 64]"
LCH_610,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 64]"
LCH_611,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 117, 117, 117, 117, 117, 123, 124, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 43, 46, 43, 46, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 101, 152, 161, 86, 88, 64]"
LCH_612,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 117, 117, 117, 117, 117, 123, 124, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 43, 46, 43, 46, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 101, 152, 161, 86, 88, 64]"
LCH_613,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 117, 117, 117, 117, 117, 123, 124, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 43, 46, 43, 46, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 101, 152, 161, 86, 88, 64, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 55, 130, 123, 124, 117, 117, 43, 46, 46, 64, 152, 161, 46, 113, 46, 46]"
LCH_614,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 117, 117, 117, 117, 117, 123, 124, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 43, 46, 43, 46, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 101, 152, 161, 86, 88, 64]"
LCH_615,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 117, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 64]"
LCH_616,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 117, 117, 117, 117, 117, 123, 124, 117, 43, 46, 46, 152, 161, 46, 64, 152, 161, 46, 46, 43, 46, 43, 46, 46, 120, 153, 55, 130, 117, 152, 161, 86, 88, 101, 152, 161, 86, 88, 64]"
LCH_617,"[43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46]"
LCH_618,"[43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 43, 46, 46, 46, 46]"
LCH_619,"[43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 43, 46, 46, 46, 46]"
LCH_620,"[43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 46, 43, 46, 46, 43, 46, 46, 46, 152, 161, 46, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 152, 161, 46, 46, 43, 46, 46, 43, 46, 46, 46, 46]"
LCH_621,"[55, 55, 130, 128, 123, 132, 133, 134, 117, 117, 43, 46, 46, 46, 64, 152, 161, 46, 46, 43, 46, 44, 46, 63, 22]"
LCH_622,"[43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 152, 161, 43, 46, 44, 46, 63, 21, 114, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 152, 161, 43, 46, 44, 46, 63, 21, 114, 43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 44, 43, 46, 44, 46, 63, 21, 114, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 43, 46]"
LCH_623,"[43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 152, 161, 43, 46, 44, 46, 63, 21, 114, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 152, 161, 43, 46, 44, 46, 63, 21, 114, 43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 44, 43, 46, 44, 46, 63, 21, 114, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 43, 46]"
LCH_624,"[43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 152, 161, 43, 46, 44, 46, 63, 21, 114]"
LCH_625,"[55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 43, 46, 152, 161, 152, 161, 46, 46, 44, 46, 152, 161, 43, 46, 44, 46, 63, 21, 114]"
LCH_626,"[43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 44, 43, 46, 44, 46, 63, 21, 114, 55, 55, 130, 55, 55, 130, 128, 123, 132, 133, 134, 128, 123, 132, 133, 134, 55, 130, 117, 43, 46, 46, 46, 152, 161, 46, 43, 46, 43, 46, 46, 46, 43, 46, 46, 44, 43, 46, 44, 46, 63, 21, 114]"
LCH_627,"[117, 126, 120, 123, 124, 43, 46, 46, 46, 46, 64, 152, 161, 46, 64, 64, 110, 152, 161, 46, 21, 114, 123, 124, 117, 126, 120, 123, 124, 43, 46, 46, 46, 46, 117, 64, 110, 152, 161, 46, 64, 64, 152, 161, 46, 21, 114, 114]"
LCH_628,"[123, 124, 117, 43, 46, 46, 117, 152, 161, 46, 64, 110, 110, 152, 161, 46, 21, 114, 123, 124, 117, 126, 120, 123, 124, 43, 46, 46, 46, 46, 117, 64, 110, 152, 161, 46, 64, 64, 152, 161, 46, 21, 114, 114]"
LCH_629,"[117, 117, 55, 130, 117, 117, 117, 123, 124, 123, 124, 123, 124, 117, 55, 130, 117, 117, 123, 124, 123, 124, 123, 124, 117, 117, 43, 43, 46, 46, 64, 152, 161, 46, 44, 44, 46, 113, 46, 46, 117, 126, 120, 123, 124, 43, 46, 46, 46, 46, 43, 64, 152, 161, 46, 46, 43]"
LCH_630,"[117, 117, 55, 130, 117, 117, 117, 123, 124, 123, 124, 123, 124, 117, 55, 130, 117, 117, 123, 124, 123, 124, 123, 124, 117, 117, 43, 43, 46, 46, 64, 152, 161, 46, 44, 44, 46, 113, 46, 46, 117, 117, 55, 130, 117, 117, 117, 123, 124, 123, 124, 123, 124, 117, 55, 130, 117, 117, 123, 124, 123, 124, 123, 124, 117, 117, 43]"
LCH_631,"[117, 117, 55, 130, 117, 117, 117, 123, 124, 123, 124, 123, 124, 117, 55, 130, 117, 117, 123, 124, 123, 124, 123, 124, 117, 117, 43, 43, 46, 46, 64, 152, 161, 46, 44, 44, 46, 113, 46, 46, 117, 126, 120, 123, 124, 43, 46, 46, 46, 46, 43, 64, 152, 161, 46, 46, 43]"
